fee,script,step,tick_before,tick_after,timestamp,action_int,action_name,action_valid,position_before,position_after,price_used_open,entry_price_open,unrealized_pnl,total_profit_realized,total_profit_delta,unrealized_pnl_before_step,reward,total_reward,terminated,truncated
0.0,t1_all_hold,27,28,29,2026-06-02 05:00:00+00:00,0,Hold,True,Neutral,Neutral,4.710128697246248,,0.0,1.0,0.0,0.0,-1.0,-28.0,True,False
0.0,t2_enter_hold,0,1,2,2026-06-01 02:00:00+00:00,1,Enter(Buy),True,Neutral,Long,81.0,,0.0,1.0,0.0,0.0,25.0,25.0,False,False
0.0,t2_enter_hold,1,2,3,2026-06-01 03:00:00+00:00,0,Hold,True,Long,Long,72.9,81.0,-0.09999999999999994,1.0,0.0,0.0,-0.0033333333333333335,24.996666666666666,False,False
0.0,t2_enter_hold,2,3,4,2026-06-01 04:00:00+00:00,0,Hold,True,Long,Long,65.61,81.0,-0.19,1.0,0.0,-0.09999999999999994,-0.006666666666666667,24.99,False,False
0.0,t2_enter_hold,3,4,5,2026-06-01 05:00:00+00:00,0,Hold,True,Long,Long,59.04900000000001,81.0,-0.2709999999999999,1.0,0.0,-0.19,-0.01,24.979999999999997,False,False
0.0,t2_enter_hold,4,5,6,2026-06-01 06:00:00+00:00,0,Hold,True,Long,Long,53.14410000000001,81.0,-0.3438999999999999,1.0,0.0,-0.2709999999999999,-0.013333333333333334,24.966666666666665,False,False
0.0,t2_enter_hold,5,6,7,2026-06-01 07:00:00+00:00,0,Hold,True,Long,Long,47.82969000000001,81.0,-0.40950999999999993,1.0,0.0,-0.3438999999999999,-0.016666666666666666,24.95,False,False
0.0,t2_enter_hold,6,7,8,2026-06-01 08:00:00+00:00,0,Hold,True,Long,Long,43.04672100000001,81.0,-0.46855899999999984,1.0,0.0,-0.40950999999999993,-0.02,24.93,False,False
0.0,t2_enter_hold,7,8,9,2026-06-01 09:00:00+00:00,0,Hold,True,Long,Long,38.74204890000001,81.0,-0.5217030999999999,1.0,0.0,-0.46855899999999984,-0.023333333333333334,24.906666666666666,True,False
0.0,t3_enter_exit,0,1,2,2026-06-01 02:00:00+00:00,1,Enter(Buy),True,Neutral,Long,81.0,,0.0,1.0,0.0,0.0,25.0,25.0,False,False
0.0,t3_enter_exit,1,2,3,2026-06-01 03:00:00+00:00,0,Hold,True,Long,Long,72.9,81.0,-0.09999999999999994,1.0,0.0,0.0,-0.0033333333333333335,24.996666666666666,False,False
0.0,t3_enter_exit,2,3,4,2026-06-01 04:00:00+00:00,2,Exit(Sell),True,Long,Neutral,65.61,81.0,0.0,0.81,-0.18999999999999995,-0.09999999999999994,-121.50000000000001,-96.50333333333334,False,False
0.0,t3_enter_exit,3,4,5,2026-06-01 05:00:00+00:00,0,Hold,True,Neutral,Neutral,59.04900000000001,,0.0,0.81,0.0,0.0,-1.0,-97.50333333333334,False,False
0.0,t3_enter_exit,4,5,6,2026-06-01 06:00:00+00:00,0,Hold,True,Neutral,Neutral,53.14410000000001,,0.0,0.81,0.0,0.0,-1.0,-98.50333333333334,False,False
0.0,t3_enter_exit,5,6,7,2026-06-01 07:00:00+00:00,0,Hold,True,Neutral,Neutral,47.82969000000001,,0.0,0.81,0.0,0.0,-1.0,-99.50333333333334,False,False
0.0,t3_enter_exit,6,7,8,2026-06-01 08:00:00+00:00,0,Hold,True,Neutral,Neutral,43.04672100000001,,0.0,0.81,0.0,0.0,-1.0,-100.50333333333334,False,False
0.0,t3_enter_exit,7,8,9,2026-06-01 09:00:00+00:00,0,Hold,True,Neutral,Neutral,38.74204890000001,,0.0,0.81,0.0,0.0,-1.0,-101.50333333333334,False,False
0.0,t3_enter_exit,8,9,10,2026-06-01 10:00:00+00:00,0,Hold,True,Neutral,Neutral,34.86784401000001,,0.0,0.81,0.0,0.0,-1.0,-102.50333333333334,False,False
0.0,t3_enter_exit,9,10,11,2026-06-01 11:00:00+00:00,0,Hold,True,Neutral,Neutral,31.381059609000005,,0.0,0.81,0.0,0.0,-1.0,-103.50333333333334,False,False
0.0,t3_enter_exit,10,11,12,2026-06-01 12:00:00+00:00,0,Hold,True,Neutral,Neutral,28.242953648100013,,0.0,0.81,0.0,0.0,-1.0,-104.50333333333334,False,False
0.0,t3_enter_exit,11,12,13,2026-06-01 13:00:00+00:00,0,Hold,True,Neutral,Neutral,25.418658283290007,,0.0,0.81,0.0,0.0,-1.0,-105.50333333333334,False,False
0.0,t3_enter_exit,12,13,14,2026-06-01 14:00:00+00:00,0,Hold,True,Neutral,Neutral,22.87679245496101,,0.0,0.81,0.0,0.0,-1.0,-106.50333333333334,False,False
0.0,t3_enter_exit,13,14,15,2026-06-01 15:00:00+00:00,0,Hold,True,Neutral,Neutral,20.58911320946491,,0.0,0.81,0.0,0.0,-1.0,-107.50333333333334,False,False
0.0,t3_enter_exit,14,15,16,2026-06-01 16:00:00+00:00,0,Hold,True,Neutral,Neutral,18.530201888518416,,0.0,0.81,0.0,0.0,-1.0,-108.50333333333334,False,False
0.0,t3_enter_exit,15,16,17,2026-06-01 17:00:00+00:00,0,Hold,True,Neutral,Neutral,16.677181699666576,,0.0,0.81,0.0,0.0,-1.0,-109.50333333333334,False,False
0.0,t3_enter_exit,16,17,18,2026-06-01 18:00:00+00:00,0,Hold,True,Neutral,Neutral,15.009463529699918,,0.0,0.81,0.0,0.0,-1.0,-110.50333333333334,False,False
0.0,t3_enter_exit,17,18,19,2026-06-01 19:00:00+00:00,0,Hold,True,Neutral,Neutral,13.508517176729928,,0.0,0.81,0.0,0.0,-1.0,-111.50333333333334,False,False
0.0,t3_enter_exit,18,19,20,2026-06-01 20:00:00+00:00,0,Hold,True,Neutral,Neutral,12.157665459056934,,0.0,0.81,0.0,0.0,-1.0,-112.50333333333334,False,False
0.0,t3_enter_exit,19,20,21,2026-06-01 21:00:00+00:00,0,Hold,True,Neutral,Neutral,10.941898913151242,,0.0,0.81,0.0,0.0,-1.0,-113.50333333333334,False,False
0.0,t3_enter_exit,20,21,22,2026-06-01 22:00:00+00:00,0,Hold,True,Neutral,Neutral,9.847709021836119,,0.0,0.81,0.0,0.0,-1.0,-114.50333333333334,False,False
0.0,t3_enter_exit,21,22,23,2026-06-01 23:00:00+00:00,0,Hold,True,Neutral,Neutral,8.862938119652506,,0.0,0.81,0.0,0.0,-1.0,-115.50333333333334,False,False
0.0,t3_enter_exit,22,23,24,2026-06-02 00:00:00+00:00,0,Hold,True,Neutral,Neutral,7.9766443076872555,,0.0,0.81,0.0,0.0,-1.0,-116.50333333333334,False,False
0.0,t3_enter_exit,23,24,25,2026-06-02 01:00:00+00:00,0,Hold,True,Neutral,Neutral,7.17897987691853,,0.0,0.81,0.0,0.0,-1.0,-117.50333333333334,False,False
0.0,t3_enter_exit,24,25,26,2026-06-02 02:00:00+00:00,0,Hold,True,Neutral,Neutral,6.461081889226677,,0.0,0.81,0.0,0.0,-1.0,-118.50333333333334,False,False
0.0,t3_enter_exit,25,26,27,2026-06-02 03:00:00+00:00,0,Hold,True,Neutral,Neutral,5.81497370030401,,0.0,0.81,0.0,0.0,-1.0,-119.50333333333334,False,False
0.0,t3_enter_exit,26,27,28,2026-06-02 04:00:00+00:00,0,Hold,True,Neutral,Neutral,5.233476330273609,,0.0,0.81,0.0,0.0,-1.0,-120.50333333333334,False,False
0.0,t3_enter_exit,27,28,29,2026-06-02 05:00:00+00:00,0,Hold,True,Neutral,Neutral,4.710128697246248,,0.0,0.81,0.0,0.0,-1.0,-121.50333333333334,True,False
0.0,t4_repeat_enter,0,1,2,2026-06-01 02:00:00+00:00,1,Enter(Buy),True,Neutral,Long,81.0,,0.0,1.0,0.0,0.0,25.0,25.0,False,False
0.0,t4_repeat_enter,1,2,3,2026-06-01 03:00:00+00:00,1,Enter(Buy),True,Long,Long,72.9,81.0,-0.09999999999999994,1.0,0.0,0.0,-0.0033333333333333335,24.996666666666666,False,False
0.0,t4_repeat_enter,2,3,4,2026-06-01 04:00:00+00:00,1,Enter(Buy),True,Long,Long,65.61,81.0,-0.19,1.0,0.0,-0.09999999999999994,-0.006666666666666667,24.99,False,False
0.0,t4_repeat_enter,3,4,5,2026-06-01 05:00:00+00:00,1,Enter(Buy),True,Long,Long,59.04900000000001,81.0,-0.2709999999999999,1.0,0.0,-0.19,-0.01,24.979999999999997,False,False
0.0,t4_repeat_enter,4,5,6,2026-06-01 06:00:00+00:00,1,Enter(Buy),True,Long,Long,53.14410000000001,81.0,-0.3438999999999999,1.0,0.0,-0.2709999999999999,-0.013333333333333334,24.966666666666665,False,False
0.0,t4_repeat_enter,5,6,7,2026-06-01 07:00:00+00:00,1,Enter(Buy),True,Long,Long,47.82969000000001,81.0,-0.40950999999999993,1.0,0.0,-0.3438999999999999,-0.016666666666666666,24.95,False,False
0.0,t4_repeat_enter,6,7,8,2026-06-01 08:00:00+00:00,1,Enter(Buy),True,Long,Long,43.04672100000001,81.0,-0.46855899999999984,1.0,0.0,-0.40950999999999993,-0.02,24.93,False,False
0.0,t4_repeat_enter,7,8,9,2026-06-01 09:00:00+00:00,1,Enter(Buy),True,Long,Long,38.74204890000001,81.0,-0.5217030999999999,1.0,0.0,-0.46855899999999984,-0.023333333333333334,24.906666666666666,True,False
0.0,t5_repeat_exit_flat,0,1,2,2026-06-01 02:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,81.0,,0.0,1.0,0.0,0.0,-2.0,-2.0,False,False
0.0,t5_repeat_exit_flat,1,2,3,2026-06-01 03:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,72.9,,0.0,1.0,0.0,0.0,-2.0,-4.0,False,False
0.0,t5_repeat_exit_flat,2,3,4,2026-06-01 04:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,65.61,,0.0,1.0,0.0,0.0,-2.0,-6.0,False,False
0.0,t5_repeat_exit_flat,3,4,5,2026-06-01 05:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,59.04900000000001,,0.0,1.0,0.0,0.0,-2.0,-8.0,False,False
0.0,t5_repeat_exit_flat,4,5,6,2026-06-01 06:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,53.14410000000001,,0.0,1.0,0.0,0.0,-2.0,-10.0,False,False
0.0,t5_repeat_exit_flat,5,6,7,2026-06-01 07:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,47.82969000000001,,0.0,1.0,0.0,0.0,-2.0,-12.0,False,False
0.0,t5_repeat_exit_flat,6,7,8,2026-06-01 08:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,43.04672100000001,,0.0,1.0,0.0,0.0,-2.0,-14.0,False,False
0.0,t5_repeat_exit_flat,7,8,9,2026-06-01 09:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,38.74204890000001,,0.0,1.0,0.0,0.0,-2.0,-16.0,False,False
0.0,t5_repeat_exit_flat,8,9,10,2026-06-01 10:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,34.86784401000001,,0.0,1.0,0.0,0.0,-2.0,-18.0,False,False
0.0,t5_repeat_exit_flat,9,10,11,2026-06-01 11:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,31.381059609000005,,0.0,1.0,0.0,0.0,-2.0,-20.0,False,False
0.0,t5_repeat_exit_flat,10,11,12,2026-06-01 12:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,28.242953648100013,,0.0,1.0,0.0,0.0,-2.0,-22.0,False,False
0.0,t5_repeat_exit_flat,11,12,13,2026-06-01 13:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,25.418658283290007,,0.0,1.0,0.0,0.0,-2.0,-24.0,False,False
0.0,t5_repeat_exit_flat,12,13,14,2026-06-01 14:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,22.87679245496101,,0.0,1.0,0.0,0.0,-2.0,-26.0,False,False
0.0,t5_repeat_exit_flat,13,14,15,2026-06-01 15:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,20.58911320946491,,0.0,1.0,0.0,0.0,-2.0,-28.0,False,False
0.0,t5_repeat_exit_flat,14,15,16,2026-06-01 16:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,18.530201888518416,,0.0,1.0,0.0,0.0,-2.0,-30.0,False,False
0.0,t5_repeat_exit_flat,15,16,17,2026-06-01 17:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,16.677181699666576,,0.0,1.0,0.0,0.0,-2.0,-32.0,False,False
0.0,t5_repeat_exit_flat,16,17,18,2026-06-01 18:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,15.009463529699918,,0.0,1.0,0.0,0.0,-2.0,-34.0,False,False
0.0,t5_repeat_exit_flat,17,18,19,2026-06-01 19:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,13.508517176729928,,0.0,1.0,0.0,0.0,-2.0,-36.0,False,False
0.0,t5_repeat_exit_flat,18,19,20,2026-06-01 20:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,12.157665459056934,,0.0,1.0,0.0,0.0,-2.0,-38.0,False,False
0.0,t5_repeat_exit_flat,19,20,21,2026-06-01 21:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,10.941898913151242,,0.0,1.0,0.0,0.0,-2.0,-40.0,False,False
0.0,t5_repeat_exit_flat,20,21,22,2026-06-01 22:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,9.847709021836119,,0.0,1.0,0.0,0.0,-2.0,-42.0,False,False
0.0,t5_repeat_exit_flat,21,22,23,2026-06-01 23:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,8.862938119652506,,0.0,1.0,0.0,0.0,-2.0,-44.0,False,False
0.0,t5_repeat_exit_flat,22,23,24,2026-06-02 00:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,7.9766443076872555,,0.0,1.0,0.0,0.0,-2.0,-46.0,False,False
0.0,t5_repeat_exit_flat,23,24,25,2026-06-02 01:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,7.17897987691853,,0.0,1.0,0.0,0.0,-2.0,-48.0,False,False
0.0,t5_repeat_exit_flat,24,25,26,2026-06-02 02:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,6.461081889226677,,0.0,1.0,0.0,0.0,-2.0,-50.0,False,False
0.0,t5_repeat_exit_flat,25,26,27,2026-06-02 03:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,5.81497370030401,,0.0,1.0,0.0,0.0,-2.0,-52.0,False,False
0.0,t5_repeat_exit_flat,26,27,28,2026-06-02 04:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,5.233476330273609,,0.0,1.0,0.0,0.0,-2.0,-54.0,False,False
0.0,t5_repeat_exit_flat,27,28,29,2026-06-02 05:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,4.710128697246248,,0.0,1.0,0.0,0.0,-2.0,-56.0,True,False
0.0,t6_alt_enter_exit,0,1,2,2026-06-01 02:00:00+00:00,1,Enter(Buy),True,Neutral,Long,81.0,,0.0,1.0,0.0,0.0,25.0,25.0,False,False
0.0,t6_alt_enter_exit,1,2,3,2026-06-01 03:00:00+00:00,2,Exit(Sell),True,Long,Neutral,72.9,81.0,0.0,0.9,-0.09999999999999998,0.0,-135.0,-110.0,False,False
0.0,t6_alt_enter_exit,2,3,4,2026-06-01 04:00:00+00:00,1,Enter(Buy),True,Neutral,Long,65.61,,0.0,0.9,0.0,0.0,25.0,-85.0,False,False
0.0,t6_alt_enter_exit,3,4,5,2026-06-01 05:00:00+00:00,2,Exit(Sell),True,Long,Neutral,59.04900000000001,65.61,0.0,0.8000000000000002,-0.09999999999999987,0.0,-135.00000000000003,-220.00000000000003,False,False
0.0,t6_alt_enter_exit,4,5,6,2026-06-01 06:00:00+00:00,1,Enter(Buy),True,Neutral,Long,53.14410000000001,,0.0,0.8000000000000002,0.0,0.0,25.0,-195.00000000000003,False,False
0.0,t6_alt_enter_exit,5,6,7,2026-06-01 07:00:00+00:00,2,Exit(Sell),True,Long,Neutral,47.82969000000001,53.14410000000001,0.0,0.7000000000000002,-0.09999999999999998,0.0,-135.0,-330.0,False,False
0.0,t6_alt_enter_exit,6,7,8,2026-06-01 08:00:00+00:00,1,Enter(Buy),True,Neutral,Long,43.04672100000001,,0.0,0.7000000000000002,0.0,0.0,25.0,-305.0,False,False
0.0,t6_alt_enter_exit,7,8,9,2026-06-01 09:00:00+00:00,2,Exit(Sell),True,Long,Neutral,38.74204890000001,43.04672100000001,0.0,0.6000000000000001,-0.10000000000000009,0.0,-135.0,-440.0,False,False
0.0,t6_alt_enter_exit,8,9,10,2026-06-01 10:00:00+00:00,1,Enter(Buy),True,Neutral,Long,34.86784401000001,,0.0,0.6000000000000001,0.0,0.0,25.0,-415.0,False,False
0.0,t6_alt_enter_exit,9,10,11,2026-06-01 11:00:00+00:00,2,Exit(Sell),True,Long,Neutral,31.381059609000005,34.86784401000001,0.0,0.4999999999999999,-0.1000000000000002,0.0,-134.99999999999997,-550.0,True,False
0.0,t7_hold_to_end,0,1,2,2026-06-01 02:00:00+00:00,1,Enter(Buy),True,Neutral,Long,81.0,,0.0,1.0,0.0,0.0,25.0,25.0,False,False
0.0,t7_hold_to_end,1,2,3,2026-06-01 03:00:00+00:00,0,Hold,True,Long,Long,72.9,81.0,-0.09999999999999994,1.0,0.0,0.0,-0.0033333333333333335,24.996666666666666,False,False
0.0,t7_hold_to_end,2,3,4,2026-06-01 04:00:00+00:00,0,Hold,True,Long,Long,65.61,81.0,-0.19,1.0,0.0,-0.09999999999999994,-0.006666666666666667,24.99,False,False
0.0,t7_hold_to_end,3,4,5,2026-06-01 05:00:00+00:00,0,Hold,True,Long,Long,59.04900000000001,81.0,-0.2709999999999999,1.0,0.0,-0.19,-0.01,24.979999999999997,False,False
0.0,t7_hold_to_end,4,5,6,2026-06-01 06:00:00+00:00,0,Hold,True,Long,Long,53.14410000000001,81.0,-0.3438999999999999,1.0,0.0,-0.2709999999999999,-0.013333333333333334,24.966666666666665,False,False
0.0,t7_hold_to_end,5,6,7,2026-06-01 07:00:00+00:00,0,Hold,True,Long,Long,47.82969000000001,81.0,-0.40950999999999993,1.0,0.0,-0.3438999999999999,-0.016666666666666666,24.95,False,False
0.0,t7_hold_to_end,6,7,8,2026-06-01 08:00:00+00:00,0,Hold,True,Long,Long,43.04672100000001,81.0,-0.46855899999999984,1.0,0.0,-0.40950999999999993,-0.02,24.93,False,False
0.0,t7_hold_to_end,7,8,9,2026-06-01 09:00:00+00:00,0,Hold,True,Long,Long,38.74204890000001,81.0,-0.5217030999999999,1.0,0.0,-0.46855899999999984,-0.023333333333333334,24.906666666666666,True,False
