fee,script,step,tick_before,tick_after,timestamp,action_int,action_name,action_valid,position_before,position_after,price_used_open,entry_price_open,unrealized_pnl,total_profit_realized,total_profit_delta,unrealized_pnl_before_step,reward,total_reward,terminated,truncated
0.001,t1_all_hold,18,19,20,2026-06-01 20:00:00+00:00,0,Hold,True,Neutral,Neutral,672.7499949325611,,0.0,1.0,0.0,0.0,-1.0,-19.0,False,False
0.001,t1_all_hold,19,20,21,2026-06-01 21:00:00+00:00,0,Hold,True,Neutral,Neutral,740.0249944258172,,0.0,1.0,0.0,0.0,-1.0,-20.0,False,False
0.001,t1_all_hold,20,21,22,2026-06-01 22:00:00+00:00,0,Hold,True,Neutral,Neutral,814.0274938683991,,0.0,1.0,0.0,0.0,-1.0,-21.0,False,False
0.001,t1_all_hold,21,22,23,2026-06-01 23:00:00+00:00,0,Hold,True,Neutral,Neutral,895.430243255239,,0.0,1.0,0.0,0.0,-1.0,-22.0,False,False
0.001,t1_all_hold,22,23,24,2026-06-02 00:00:00+00:00,0,Hold,True,Neutral,Neutral,984.9732675807629,,0.0,1.0,0.0,0.0,-1.0,-23.0,False,False
0.001,t1_all_hold,23,24,25,2026-06-02 01:00:00+00:00,0,Hold,True,Neutral,Neutral,1083.4705943388394,,0.0,1.0,0.0,0.0,-1.0,-24.0,False,False
0.001,t1_all_hold,24,25,26,2026-06-02 02:00:00+00:00,0,Hold,True,Neutral,Neutral,1191.8176537727234,,0.0,1.0,0.0,0.0,-1.0,-25.0,False,False
0.001,t1_all_hold,25,26,27,2026-06-02 03:00:00+00:00,0,Hold,True,Neutral,Neutral,1310.999419149996,,0.0,1.0,0.0,0.0,-1.0,-26.0,False,False
0.001,t1_all_hold,26,27,28,2026-06-02 04:00:00+00:00,0,Hold,True,Neutral,Neutral,1442.0993610649957,,0.0,1.0,0.0,0.0,-1.0,-27.0,False,False
0.001,t1_all_hold,27,28,29,2026-06-02 05:00:00+00:00,0,Hold,True,Neutral,Neutral,1586.3092971714952,,0.0,1.0,0.0,0.0,-1.0,-28.0,True,False
0.001,t2_enter_hold,0,1,2,2026-06-01 02:00:00+00:00,1,Enter(Buy),True,Neutral,Long,121.00000000000001,,-0.001997003995005744,1.0,0.0,0.0,25.0,25.0,False,False
0.001,t2_enter_hold,1,2,3,2026-06-01 03:00:00+00:00,0,Hold,True,Long,Long,133.10000000000005,121.00000000000001,0.09780329560549389,1.0,0.0,-0.001997003995005744,-0.0033333333333333335,24.996666666666666,False,False
0.001,t2_enter_hold,2,3,4,2026-06-01 04:00:00+00:00,0,Hold,True,Long,Long,146.41000000000005,121.00000000000001,0.20758362516604326,1.0,0.0,0.09780329560549389,-0.006666666666666667,24.99,False,False
0.001,t2_enter_hold,3,4,5,2026-06-01 05:00:00+00:00,0,Hold,True,Long,Long,161.05100000000004,121.00000000000001,0.3283419876826476,1.0,0.0,0.20758362516604326,-0.01,24.979999999999997,False,False
0.001,t2_enter_hold,4,5,6,2026-06-01 06:00:00+00:00,0,Hold,True,Long,Long,177.1561000000001,121.00000000000001,0.46117618645091263,1.0,0.0,0.3283419876826476,-0.013333333333333334,24.966666666666665,False,False
0.001,t2_enter_hold,5,6,7,2026-06-01 07:00:00+00:00,0,Hold,True,Long,Long,194.87171000000012,121.00000000000001,0.6072938050960042,1.0,0.0,0.46117618645091263,-0.016666666666666666,24.95,False,False
0.001,t2_enter_hold,6,7,8,2026-06-01 08:00:00+00:00,0,Hold,True,Long,Long,214.35888100000017,121.00000000000001,0.7680231856056049,1.0,0.0,0.6072938050960042,-0.02,24.93,False,False
0.001,t2_enter_hold,7,8,9,2026-06-01 09:00:00+00:00,0,Hold,True,Long,Long,235.7947691000002,121.00000000000001,0.9448255041661654,1.0,0.0,0.7680231856056049,-0.023333333333333334,24.906666666666666,False,False
0.001,t2_enter_hold,8,9,10,2026-06-01 10:00:00+00:00,0,Hold,True,Long,Long,259.3742460100002,121.00000000000001,1.139308054582782,1.0,0.0,0.9448255041661654,-0.02666666666666667,24.88,False,False
0.001,t2_enter_hold,9,10,11,2026-06-01 11:00:00+00:00,0,Hold,True,Long,Long,285.31167061100024,121.00000000000001,1.3532388600410603,1.0,0.0,1.139308054582782,-0.03,24.849999999999998,False,False
0.001,t2_enter_hold,10,11,12,2026-06-01 12:00:00+00:00,0,Hold,True,Long,Long,313.8428376721003,121.00000000000001,1.5885627460451668,1.0,0.0,1.3532388600410603,-0.03333333333333333,24.816666666666663,False,False
0.001,t2_enter_hold,11,12,13,2026-06-01 13:00:00+00:00,0,Hold,True,Long,Long,345.2271214393104,121.00000000000001,1.847419020649684,1.0,0.0,1.5885627460451668,-0.03666666666666667,24.779999999999998,False,False
0.001,t2_enter_hold,12,13,14,2026-06-01 14:00:00+00:00,0,Hold,True,Long,Long,379.7498335832414,121.00000000000001,2.1321609227146516,1.0,0.0,1.847419020649684,-0.04,24.74,False,False
0.001,t2_enter_hold,13,14,15,2026-06-01 15:00:00+00:00,0,Hold,True,Long,Long,417.7248169415656,121.00000000000001,2.445377014986118,1.0,0.0,2.1321609227146516,-0.043333333333333335,24.696666666666665,False,False
0.001,t2_enter_hold,14,15,16,2026-06-01 16:00:00+00:00,0,Hold,True,Long,Long,459.4972986357222,121.00000000000001,2.7899147164847298,1.0,0.0,2.445377014986118,-0.04666666666666667,24.65,False,False
0.001,t2_enter_hold,15,16,17,2026-06-01 17:00:00+00:00,0,Hold,True,Long,Long,505.4470284992945,121.00000000000001,3.1689061881332035,1.0,0.0,2.7899147164847298,-0.05,24.599999999999998,False,False
0.001,t2_enter_hold,16,17,18,2026-06-01 18:00:00+00:00,0,Hold,True,Long,Long,555.991731349224,121.00000000000001,3.585796806946523,1.0,0.0,3.1689061881332035,-0.05333333333333334,24.546666666666663,False,False
0.001,t2_enter_hold,17,18,19,2026-06-01 19:00:00+00:00,0,Hold,True,Long,Long,611.5909044841464,121.00000000000001,4.044376487641177,1.0,0.0,3.585796806946523,-0.056666666666666664,24.489999999999995,False,False
0.001,t2_enter_hold,18,19,20,2026-06-01 20:00:00+00:00,0,Hold,True,Long,Long,672.7499949325611,121.00000000000001,4.548814136405294,1.0,0.0,4.044376487641177,-0.06,24.429999999999996,False,False
0.001,t2_enter_hold,19,20,21,2026-06-01 21:00:00+00:00,0,Hold,True,Long,Long,740.0249944258172,121.00000000000001,5.103695550045824,1.0,0.0,4.548814136405294,-0.06333333333333334,24.366666666666664,False,False
0.001,t2_enter_hold,20,21,22,2026-06-01 22:00:00+00:00,0,Hold,True,Long,Long,814.0274938683991,121.00000000000001,5.714065105050408,1.0,0.0,5.103695550045824,-0.06666666666666667,24.299999999999997,False,False
0.001,t2_enter_hold,21,22,23,2026-06-01 23:00:00+00:00,0,Hold,True,Long,Long,895.430243255239,121.00000000000001,6.385471615555449,1.0,0.0,5.714065105050408,-0.07,24.229999999999997,False,False
0.001,t2_enter_hold,22,23,24,2026-06-02 00:00:00+00:00,0,Hold,True,Long,Long,984.9732675807629,121.00000000000001,7.124018777110993,1.0,0.0,6.385471615555449,-0.07333333333333333,24.156666666666663,False,False
0.001,t2_enter_hold,23,24,25,2026-06-02 01:00:00+00:00,0,Hold,True,Long,Long,1083.4705943388394,121.00000000000001,7.9364206548220935,1.0,0.0,7.124018777110993,-0.07666666666666666,24.079999999999995,False,False
0.001,t2_enter_hold,24,25,26,2026-06-02 02:00:00+00:00,0,Hold,True,Long,Long,1191.8176537727234,121.00000000000001,8.830062720304301,1.0,0.0,7.9364206548220935,-0.08,23.999999999999996,False,False
0.001,t2_enter_hold,25,26,27,2026-06-02 03:00:00+00:00,0,Hold,True,Long,Long,1310.999419149996,121.00000000000001,9.813068992334735,1.0,0.0,8.830062720304301,-0.08333333333333333,23.916666666666664,False,False
0.001,t2_enter_hold,26,27,28,2026-06-02 04:00:00+00:00,0,Hold,True,Long,Long,1442.0993610649957,121.00000000000001,10.89437589156821,1.0,0.0,9.813068992334735,-0.08666666666666667,23.83,False,False
0.001,t2_enter_hold,27,28,29,2026-06-02 05:00:00+00:00,0,Hold,True,Long,Long,1586.3092971714952,121.00000000000001,12.08381348072503,1.0,0.0,10.89437589156821,-0.09,23.74,True,False
0.001,t3_enter_exit,0,1,2,2026-06-01 02:00:00+00:00,1,Enter(Buy),True,Neutral,Long,121.00000000000001,,-0.001997003995005744,1.0,0.0,0.0,25.0,25.0,False,False
0.001,t3_enter_exit,1,2,3,2026-06-01 03:00:00+00:00,0,Hold,True,Long,Long,133.10000000000005,121.00000000000001,0.09780329560549389,1.0,0.0,-0.001997003995005744,-0.0033333333333333335,24.996666666666666,False,False
0.001,t3_enter_exit,2,3,4,2026-06-01 04:00:00+00:00,2,Exit(Sell),True,Long,Neutral,146.41000000000005,121.00000000000001,0.0,1.2075836251660432,0.20758362516604323,0.09780329560549389,362.27508754981295,387.2717542164796,False,False
0.001,t3_enter_exit,3,4,5,2026-06-01 05:00:00+00:00,0,Hold,True,Neutral,Neutral,161.05100000000004,,0.0,1.2075836251660432,0.0,0.0,-1.0,386.2717542164796,False,False
0.001,t3_enter_exit,4,5,6,2026-06-01 06:00:00+00:00,0,Hold,True,Neutral,Neutral,177.1561000000001,,0.0,1.2075836251660432,0.0,0.0,-1.0,385.2717542164796,False,False
0.001,t3_enter_exit,5,6,7,2026-06-01 07:00:00+00:00,0,Hold,True,Neutral,Neutral,194.87171000000012,,0.0,1.2075836251660432,0.0,0.0,-1.0,384.2717542164796,False,False
0.001,t3_enter_exit,6,7,8,2026-06-01 08:00:00+00:00,0,Hold,True,Neutral,Neutral,214.35888100000017,,0.0,1.2075836251660432,0.0,0.0,-1.0,383.2717542164796,False,False
0.001,t3_enter_exit,7,8,9,2026-06-01 09:00:00+00:00,0,Hold,True,Neutral,Neutral,235.7947691000002,,0.0,1.2075836251660432,0.0,0.0,-1.0,382.2717542164796,False,False
0.001,t3_enter_exit,8,9,10,2026-06-01 10:00:00+00:00,0,Hold,True,Neutral,Neutral,259.3742460100002,,0.0,1.2075836251660432,0.0,0.0,-1.0,381.2717542164796,False,False
0.001,t3_enter_exit,9,10,11,2026-06-01 11:00:00+00:00,0,Hold,True,Neutral,Neutral,285.31167061100024,,0.0,1.2075836251660432,0.0,0.0,-1.0,380.2717542164796,False,False
0.001,t3_enter_exit,10,11,12,2026-06-01 12:00:00+00:00,0,Hold,True,Neutral,Neutral,313.8428376721003,,0.0,1.2075836251660432,0.0,0.0,-1.0,379.2717542164796,False,False
0.001,t3_enter_exit,11,12,13,2026-06-01 13:00:00+00:00,0,Hold,True,Neutral,Neutral,345.2271214393104,,0.0,1.2075836251660432,0.0,0.0,-1.0,378.2717542164796,False,False
0.001,t3_enter_exit,12,13,14,2026-06-01 14:00:00+00:00,0,Hold,True,Neutral,Neutral,379.7498335832414,,0.0,1.2075836251660432,0.0,0.0,-1.0,377.2717542164796,False,False
0.001,t3_enter_exit,13,14,15,2026-06-01 15:00:00+00:00,0,Hold,True,Neutral,Neutral,417.7248169415656,,0.0,1.2075836251660432,0.0,0.0,-1.0,376.2717542164796,False,False
0.001,t3_enter_exit,14,15,16,2026-06-01 16:00:00+00:00,0,Hold,True,Neutral,Neutral,459.4972986357222,,0.0,1.2075836251660432,0.0,0.0,-1.0,375.2717542164796,False,False
0.001,t3_enter_exit,15,16,17,2026-06-01 17:00:00+00:00,0,Hold,True,Neutral,Neutral,505.4470284992945,,0.0,1.2075836251660432,0.0,0.0,-1.0,374.2717542164796,False,False
0.001,t3_enter_exit,16,17,18,2026-06-01 18:00:00+00:00,0,Hold,True,Neutral,Neutral,555.991731349224,,0.0,1.2075836251660432,0.0,0.0,-1.0,373.2717542164796,False,False
0.001,t3_enter_exit,17,18,19,2026-06-01 19:00:00+00:00,0,Hold,True,Neutral,Neutral,611.5909044841464,,0.0,1.2075836251660432,0.0,0.0,-1.0,372.2717542164796,False,False
0.001,t3_enter_exit,18,19,20,2026-06-01 20:00:00+00:00,0,Hold,True,Neutral,Neutral,672.7499949325611,,0.0,1.2075836251660432,0.0,0.0,-1.0,371.2717542164796,False,False
0.001,t3_enter_exit,19,20,21,2026-06-01 21:00:00+00:00,0,Hold,True,Neutral,Neutral,740.0249944258172,,0.0,1.2075836251660432,0.0,0.0,-1.0,370.2717542164796,False,False
0.001,t3_enter_exit,20,21,22,2026-06-01 22:00:00+00:00,0,Hold,True,Neutral,Neutral,814.0274938683991,,0.0,1.2075836251660432,0.0,0.0,-1.0,369.2717542164796,False,False
0.001,t3_enter_exit,21,22,23,2026-06-01 23:00:00+00:00,0,Hold,True,Neutral,Neutral,895.430243255239,,0.0,1.2075836251660432,0.0,0.0,-1.0,368.2717542164796,False,False
0.001,t3_enter_exit,22,23,24,2026-06-02 00:00:00+00:00,0,Hold,True,Neutral,Neutral,984.9732675807629,,0.0,1.2075836251660432,0.0,0.0,-1.0,367.2717542164796,False,False
0.001,t3_enter_exit,23,24,25,2026-06-02 01:00:00+00:00,0,Hold,True,Neutral,Neutral,1083.4705943388394,,0.0,1.2075836251660432,0.0,0.0,-1.0,366.2717542164796,False,False
0.001,t3_enter_exit,24,25,26,2026-06-02 02:00:00+00:00,0,Hold,True,Neutral,Neutral,1191.8176537727234,,0.0,1.2075836251660432,0.0,0.0,-1.0,365.2717542164796,False,False
0.001,t3_enter_exit,25,26,27,2026-06-02 03:00:00+00:00,0,Hold,True,Neutral,Neutral,1310.999419149996,,0.0,1.2075836251660432,0.0,0.0,-1.0,364.2717542164796,False,False
0.001,t3_enter_exit,26,27,28,2026-06-02 04:00:00+00:00,0,Hold,True,Neutral,Neutral,1442.0993610649957,,0.0,1.2075836251660432,0.0,0.0,-1.0,363.2717542164796,False,False
0.001,t3_enter_exit,27,28,29,2026-06-02 05:00:00+00:00,0,Hold,True,Neutral,Neutral,1586.3092971714952,,0.0,1.2075836251660432,0.0,0.0,-1.0,362.2717542164796,True,False
0.001,t4_repeat_enter,0,1,2,2026-06-01 02:00:00+00:00,1,Enter(Buy),True,Neutral,Long,121.00000000000001,,-0.001997003995005744,1.0,0.0,0.0,25.0,25.0,False,False
0.001,t4_repeat_enter,1,2,3,2026-06-01 03:00:00+00:00,1,Enter(Buy),True,Long,Long,133.10000000000005,121.00000000000001,0.09780329560549389,1.0,0.0,-0.001997003995005744,-0.0033333333333333335,24.996666666666666,False,False
0.001,t4_repeat_enter,2,3,4,2026-06-01 04:00:00+00:00,1,Enter(Buy),True,Long,Long,146.41000000000005,121.00000000000001,0.20758362516604326,1.0,0.0,0.09780329560549389,-0.006666666666666667,24.99,False,False
0.001,t4_repeat_enter,3,4,5,2026-06-01 05:00:00+00:00,1,Enter(Buy),True,Long,Long,161.05100000000004,121.00000000000001,0.3283419876826476,1.0,0.0,0.20758362516604326,-0.01,24.979999999999997,False,False
0.001,t4_repeat_enter,4,5,6,2026-06-01 06:00:00+00:00,1,Enter(Buy),True,Long,Long,177.1561000000001,121.00000000000001,0.46117618645091263,1.0,0.0,0.3283419876826476,-0.013333333333333334,24.966666666666665,False,False
0.001,t4_repeat_enter,5,6,7,2026-06-01 07:00:00+00:00,1,Enter(Buy),True,Long,Long,194.87171000000012,121.00000000000001,0.6072938050960042,1.0,0.0,0.46117618645091263,-0.016666666666666666,24.95,False,False
0.001,t4_repeat_enter,6,7,8,2026-06-01 08:00:00+00:00,1,Enter(Buy),True,Long,Long,214.35888100000017,121.00000000000001,0.7680231856056049,1.0,0.0,0.6072938050960042,-0.02,24.93,False,False
0.001,t4_repeat_enter,7,8,9,2026-06-01 09:00:00+00:00,1,Enter(Buy),True,Long,Long,235.7947691000002,121.00000000000001,0.9448255041661654,1.0,0.0,0.7680231856056049,-0.023333333333333334,24.906666666666666,False,False
0.001,t4_repeat_enter,8,9,10,2026-06-01 10:00:00+00:00,1,Enter(Buy),True,Long,Long,259.3742460100002,121.00000000000001,1.139308054582782,1.0,0.0,0.9448255041661654,-0.02666666666666667,24.88,False,False
0.001,t4_repeat_enter,9,10,11,2026-06-01 11:00:00+00:00,1,Enter(Buy),True,Long,Long,285.31167061100024,121.00000000000001,1.3532388600410603,1.0,0.0,1.139308054582782,-0.03,24.849999999999998,False,False
0.001,t4_repeat_enter,10,11,12,2026-06-01 12:00:00+00:00,1,Enter(Buy),True,Long,Long,313.8428376721003,121.00000000000001,1.5885627460451668,1.0,0.0,1.3532388600410603,-0.03333333333333333,24.816666666666663,False,False
0.001,t4_repeat_enter,11,12,13,2026-06-01 13:00:00+00:00,1,Enter(Buy),True,Long,Long,345.2271214393104,121.00000000000001,1.847419020649684,1.0,0.0,1.5885627460451668,-0.03666666666666667,24.779999999999998,False,False
0.001,t4_repeat_enter,12,13,14,2026-06-01 14:00:00+00:00,1,Enter(Buy),True,Long,Long,379.7498335832414,121.00000000000001,2.1321609227146516,1.0,0.0,1.847419020649684,-0.04,24.74,False,False
0.001,t4_repeat_enter,13,14,15,2026-06-01 15:00:00+00:00,1,Enter(Buy),True,Long,Long,417.7248169415656,121.00000000000001,2.445377014986118,1.0,0.0,2.1321609227146516,-0.043333333333333335,24.696666666666665,False,False
0.001,t4_repeat_enter,14,15,16,2026-06-01 16:00:00+00:00,1,Enter(Buy),True,Long,Long,459.4972986357222,121.00000000000001,2.7899147164847298,1.0,0.0,2.445377014986118,-0.04666666666666667,24.65,False,False
0.001,t4_repeat_enter,15,16,17,2026-06-01 17:00:00+00:00,1,Enter(Buy),True,Long,Long,505.4470284992945,121.00000000000001,3.1689061881332035,1.0,0.0,2.7899147164847298,-0.05,24.599999999999998,False,False
0.001,t4_repeat_enter,16,17,18,2026-06-01 18:00:00+00:00,1,Enter(Buy),True,Long,Long,555.991731349224,121.00000000000001,3.585796806946523,1.0,0.0,3.1689061881332035,-0.05333333333333334,24.546666666666663,False,False
0.001,t4_repeat_enter,17,18,19,2026-06-01 19:00:00+00:00,1,Enter(Buy),True,Long,Long,611.5909044841464,121.00000000000001,4.044376487641177,1.0,0.0,3.585796806946523,-0.056666666666666664,24.489999999999995,False,False
0.001,t4_repeat_enter,18,19,20,2026-06-01 20:00:00+00:00,1,Enter(Buy),True,Long,Long,672.7499949325611,121.00000000000001,4.548814136405294,1.0,0.0,4.044376487641177,-0.06,24.429999999999996,False,False
0.001,t4_repeat_enter,19,20,21,2026-06-01 21:00:00+00:00,1,Enter(Buy),True,Long,Long,740.0249944258172,121.00000000000001,5.103695550045824,1.0,0.0,4.548814136405294,-0.06333333333333334,24.366666666666664,False,False
0.001,t4_repeat_enter,20,21,22,2026-06-01 22:00:00+00:00,1,Enter(Buy),True,Long,Long,814.0274938683991,121.00000000000001,5.714065105050408,1.0,0.0,5.103695550045824,-0.06666666666666667,24.299999999999997,False,False
0.001,t4_repeat_enter,21,22,23,2026-06-01 23:00:00+00:00,1,Enter(Buy),True,Long,Long,895.430243255239,121.00000000000001,6.385471615555449,1.0,0.0,5.714065105050408,-0.07,24.229999999999997,False,False
0.001,t4_repeat_enter,22,23,24,2026-06-02 00:00:00+00:00,1,Enter(Buy),True,Long,Long,984.9732675807629,121.00000000000001,7.124018777110993,1.0,0.0,6.385471615555449,-0.07333333333333333,24.156666666666663,False,False
0.001,t4_repeat_enter,23,24,25,2026-06-02 01:00:00+00:00,1,Enter(Buy),True,Long,Long,1083.4705943388394,121.00000000000001,7.9364206548220935,1.0,0.0,7.124018777110993,-0.07666666666666666,24.079999999999995,False,False
0.001,t4_repeat_enter,24,25,26,2026-06-02 02:00:00+00:00,1,Enter(Buy),True,Long,Long,1191.8176537727234,121.00000000000001,8.830062720304301,1.0,0.0,7.9364206548220935,-0.08,23.999999999999996,False,False
0.001,t4_repeat_enter,25,26,27,2026-06-02 03:00:00+00:00,1,Enter(Buy),True,Long,Long,1310.999419149996,121.00000000000001,9.813068992334735,1.0,0.0,8.830062720304301,-0.08333333333333333,23.916666666666664,False,False
0.001,t4_repeat_enter,26,27,28,2026-06-02 04:00:00+00:00,1,Enter(Buy),True,Long,Long,1442.0993610649957,121.00000000000001,10.89437589156821,1.0,0.0,9.813068992334735,-0.08666666666666667,23.83,False,False
0.001,t4_repeat_enter,27,28,29,2026-06-02 05:00:00+00:00,1,Enter(Buy),True,Long,Long,1586.3092971714952,121.00000000000001,12.08381348072503,1.0,0.0,10.89437589156821,-0.09,23.74,True,False
0.001,t5_repeat_exit_flat,0,1,2,2026-06-01 02:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,121.00000000000001,,0.0,1.0,0.0,0.0,-2.0,-2.0,False,False
0.001,t5_repeat_exit_flat,1,2,3,2026-06-01 03:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,133.10000000000005,,0.0,1.0,0.0,0.0,-2.0,-4.0,False,False
0.001,t5_repeat_exit_flat,2,3,4,2026-06-01 04:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,146.41000000000005,,0.0,1.0,0.0,0.0,-2.0,-6.0,False,False
0.001,t5_repeat_exit_flat,3,4,5,2026-06-01 05:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,161.05100000000004,,0.0,1.0,0.0,0.0,-2.0,-8.0,False,False
0.001,t5_repeat_exit_flat,4,5,6,2026-06-01 06:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,177.1561000000001,,0.0,1.0,0.0,0.0,-2.0,-10.0,False,False
0.001,t5_repeat_exit_flat,5,6,7,2026-06-01 07:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,194.87171000000012,,0.0,1.0,0.0,0.0,-2.0,-12.0,False,False
0.001,t5_repeat_exit_flat,6,7,8,2026-06-01 08:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,214.35888100000017,,0.0,1.0,0.0,0.0,-2.0,-14.0,False,False
0.001,t5_repeat_exit_flat,7,8,9,2026-06-01 09:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,235.7947691000002,,0.0,1.0,0.0,0.0,-2.0,-16.0,False,False
0.001,t5_repeat_exit_flat,8,9,10,2026-06-01 10:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,259.3742460100002,,0.0,1.0,0.0,0.0,-2.0,-18.0,False,False
0.001,t5_repeat_exit_flat,9,10,11,2026-06-01 11:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,285.31167061100024,,0.0,1.0,0.0,0.0,-2.0,-20.0,False,False
0.001,t5_repeat_exit_flat,10,11,12,2026-06-01 12:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,313.8428376721003,,0.0,1.0,0.0,0.0,-2.0,-22.0,False,False
0.001,t5_repeat_exit_flat,11,12,13,2026-06-01 13:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,345.2271214393104,,0.0,1.0,0.0,0.0,-2.0,-24.0,False,False
0.001,t5_repeat_exit_flat,12,13,14,2026-06-01 14:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,379.7498335832414,,0.0,1.0,0.0,0.0,-2.0,-26.0,False,False
0.001,t5_repeat_exit_flat,13,14,15,2026-06-01 15:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,417.7248169415656,,0.0,1.0,0.0,0.0,-2.0,-28.0,False,False
0.001,t5_repeat_exit_flat,14,15,16,2026-06-01 16:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,459.4972986357222,,0.0,1.0,0.0,0.0,-2.0,-30.0,False,False
0.001,t5_repeat_exit_flat,15,16,17,2026-06-01 17:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,505.4470284992945,,0.0,1.0,0.0,0.0,-2.0,-32.0,False,False
0.001,t5_repeat_exit_flat,16,17,18,2026-06-01 18:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,555.991731349224,,0.0,1.0,0.0,0.0,-2.0,-34.0,False,False
0.001,t5_repeat_exit_flat,17,18,19,2026-06-01 19:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,611.5909044841464,,0.0,1.0,0.0,0.0,-2.0,-36.0,False,False
0.001,t5_repeat_exit_flat,18,19,20,2026-06-01 20:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,672.7499949325611,,0.0,1.0,0.0,0.0,-2.0,-38.0,False,False
0.001,t5_repeat_exit_flat,19,20,21,2026-06-01 21:00:00+00:00,2,Exit(Sell),False,Neutral,Neutral,740.0249944258172,,0.0,1.0,0.0,0.0,-2.0,-40.0,False,False
